#Main界面	
#Mod模块	
#SkillTip	
#UI	
#UI系列	
#交易	
#交易接口	
#任务	
#休息界面	
#传言	
#传送界面	
#传闻	
#修理界面	
#共享	
#创角界面	
#区域	
#后面有留空格键是要做排版	
#地图接口(任务接口)	
#天赋接口(感悟接口)	
#存读档	
#异常状态TIP	
#感悟	
#成就界面	
#战斗	
#战斗界面	
#战斗讯息	
#战斗跳的讯息	
#技能界面(武学)	
#拆解界面	
#按键TIP	
#按键提示对应	
#接口名称	
#方位条界面	
#淬炼界面	
#游戏提示	
#游戏难度	
#炼金接口(生产接口)	
#热键设定接口	
#熔炼界面	
#环境设定接口	
#画面提示	
#称号界面	
#系统接口	
#结局 02	
#结局 03	
#结局 04	
#结局 05	
#结局 06	
#结局 07	
#结局 08	
#结局 09	
#结局 10	
#结局 11	
#结局 12	
#结局 13	
#结局 14	
#结局 15	
#结局 16	
#结局 17	
#结局 18	
#结局 19	
#结局 20	
#结局 21	
#结局 22	
#结局 23	
#结局 24	
#结局00	
#结局01	
#自宫	
#范围选择	
#说明分类	
#追踪的任务接口	
#重锻界面	
#锻造	
#锻造界面	
#队伍	
#队伍接口(物品接口)	
#阴阳	
#阵营单位	
AchievementMode0	Single game system
GameHint15	Merchants have different business items, and you cannot trade with merchants for items they don't like.
GameHint16	If you get stuck in a different place, press ESC twice to switch the main menu and see what happens.
GameHint17	Counterattacking doesn't consume energy, but it does consume more internal energy.
GameHint18	If you don't have enough power during a battle, it will be much less powerful.
GameHint19	Press Alt key to show the distance between the target and the cursor during the battle, easy to determine the location when moving.
GameHint2	When you are exploring in the field, press V to help you find ores or herbs quickly.
GameHint20	Changes in character will affect the interaction between teammates, and may change the willingness of teammates to go on adventures together.
GameHint21	Press and hold the F key when you are close to an NPC, you can secretly get items from them, but you have to be careful not to be found.
GameHint22	When exploring the wilderness, always be prepared for battle and be aware of the enemy's strength.
GameHint23	Forge with materials of higher rarity to create better weapons and defense equipment.
GameHint24	There are many things to explore in the world of Rivera, so keep an eye out for interactive items around you.
GameHint25	Learn cooking skills to cook ingredients and make delicious food, which can be eaten to gain temporary benefits. .
GameHint3	When in battle, click on the upper left avatar to open the character's battle information interface, you can learn more about the character's details. .
GameHint4	During battle, click on the upper left avatar to hear the character's voice and open the character's combat message interface. For more detailed information about the character, press the Alt key to display the distance between the target and the cursor.
GameHint5	Tasks are divided into three levels of difficulty: easy (white), normal (orange), and difficult (red). You will be able to perform missions with your own abilities.
GameHint6	Characters can equip one primary weapon and one secondary weapon, using the features of each weapon to gain an advantage in battle.
GameHint7	Each character can equip a different loadout, exceeding the maximum loadout will reduce the character's mobility.
GameHint8	Some quests will have a hint of where you are on the map, making it easier to identify your location.
GameHint9	You can choose to use either the mini-map or the location bar in your settings, depending on your preferences or habits, for location assistance.
GetExp	{0} Gain {1} Exp points
Hardness	Hardness
HearsayAreaUnit	of
HearsayNoneArea	On the River
HelpCatalogType1	Game Description
HelpCatalogType101	method of operation
HelpCatalogType102	Game Time
HelpCatalogType103	Interaction
HelpCatalogType104	Facilitation functions
HelpCatalogType105	Teammate.
HelpCatalogType106	Transactions
HelpCatalogType107	Achievements
HelpCatalogType108	Formulation
HelpCatalogType109	Game difficulty
HelpCatalogType110	Rumours of the Jianghu River
HelpCatalogType2	Roles
HelpCatalogType201	General Attributes
HelpCatalogType202	Martial Attributes
HelpCatalogType203	Negative Attributes
HelpCatalogType204	Equipment
HelpCatalogType205	Designation
HelpCatalogType3	Martial Arts
HelpCatalogType301	Martial Arts Descriptions
HelpCatalogType302	Secrets
HelpCatalogType303	Type of skill
HelpCatalogType304	Skill Information
HelpCatalogType4	Perception
HelpCatalogType401	Description of Perceptions
HelpCatalogType402	Classification of Perceptions
HelpCatalogType5	Mission map
HelpCatalogType501	Map
HelpCatalogType502	Mission
HelpCatalogType503	Transmission
HelpCatalogType504	Positioning aid
HelpCatalogType6	Combat
HelpCatalogType601	Combat Instructions
HelpCatalogType602	Stunt Value
HelpCatalogType603	Derogatory status
HelpCatalogType604	Combat Aid
HelpCatalogType7	Forging System
HelpCatalogType701	Forge
HelpCatalogType702	Hardening
HelpCatalogType703	Repair
HelpCatalogType704	Disassembly
HelpCatalogType705	Heavy forging
HelpCatalogType8	Props
HelpCatalogType801	Weapons
HelpCatalogType802	Defence equipment
HelpCatalogType803	Pills and Food
HelpCatalogType804	Poison
HelpCatalogType805	Forging/Hardening Materials
HelpCatalogType806	Other items
HintTypeAchievement	Achieving Achievement Goals {0}
HintTypeAchievementStart	Discovering Hidden Achievements {0}
HintTypeAreaFriendlyDown	Your friendliness with {0} has decreased
HintTypeAreaFriendlyUp	Your friendliness with {0} has gone up
HintTypeExp	{0}{1} Experience.
HintTypeFallAndDie	You fell and died.
HintTypeFallAndHurt	Your fall from a high place reduced {0} the blood of the air
HintTypeFoodBufferDisappeared	The {1} effect of {0} has disappeared.
HintTypeInventory	{0} {1} pieces
HintTypeLearnCook	Acquisitions {0} Recipes
HintTypeLearnDrug	Acquired {0} Medicinal Prescriptions
HintTypeLearnForge	Acquisitions {0} Blueprint
HintTypeLevelUp	{0} Leveled Up
HintTypeMadnessDown	You're more impetuous than ever.
HintTypeMadnessUp	You've become more wildly uninhibited.
HintTypeMoney	{0}{1} Money.
HintTypeMoralDown	You have become even more evil.
HintTypeMoralUp	You have become more righteous.
HintTypeNicknameUnlocked	Gaining Title {0}
HintTypePropertyDown	Your {0} decreased
HintTypePropertyUp	Your {0} increased
HintTypeStealAnimal	Unable to lay hands on the beast
HintTypeStealInventoryNull	There is nothing on the other side.
HintTypeStealProbabilityZero	The other side is heavily guarded.
HintTypeStealTodayDontSteal	It is no longer possible to do anything to this man today
HintTypeStealTooFar	Target too far away.
HintTypeTeamFull	Your team is full.
HintTypeTeammmateJoin	{0} Join the team
HintTypeTeammmateLeave	{0} Leaving the group
HintTypeYinAndYangDown	You've become more feminine.
HintTypeYinAndYangUp	You have become more masculine.
Hurt	Injury
Hurt0	Damage Reduction
Hurt1	Fist Damage
Hurt10	Sword damage
Hurt11	Bow and arrow damage
Hurt2	Fencing Damage
Hurt3	Blade Damage
Hurt4	Spear damage
Hurt5	Dark weapon damage
Hurt6	Short damage
Hurt7	Other injuries
Hurt8	Double Sword Damage
Hurt9	Double Blade Damage
HurtRang	{0}~{1}%
Interactive02	Conversation
Interactive03	Take
Interactive04	Excavation
Interactive05	Picking
Interactive06	Capture
Interactive07	Steal
Interactive08	Attacks
Interactive09	Survey
Interactive10	Hunting
Interactive11	Ambush
Interactive12	Hunting
InventoryDialogText	Identify to use
InventoryDialogText2	To practice {0}?
InventoryDialogTitle	Objects in use
InventoryDialogTitle2	Equipment Secrets
InventoryLevel	Rarity
InventoryLevel0	General
InventoryLevel1	Rare
InventoryLevel2	Excellence
InventoryLevel3	Extraordinary
InventoryLevel5	Special
InventoryTip	Applied to weapons
InventoryTip0	cannot be used directly
InventoryTip2	Can only be used in combat
InventoryTip98	Can't practice this secret book because it has a limited target!
InventoryTip99	Limited equipment.
InventoryType1	Weapons
InventoryType1001	Pill Food
InventoryType1002	Collecting Items
InventoryType1003	Other
InventoryType1004	Equipment
InventoryType2	Defence equipment
InventoryType3	Martial Arts Secrets
InventoryType301	Fist Scores
InventoryType302	Swordplay
InventoryType303	Knife Art.
InventoryType304	Spears
InventoryType305	Concealed Weapons
InventoryType306	Shorts
InventoryType307	Inner Work
InventoryType308	Light Work
InventoryType309	Medical Books
InventoryType310	Poison Sutra
InventoryType318	Other
InventoryType4	Pills
InventoryType5	Poison
InventoryType6	Food
InventoryType7	Forging Materials
InventoryType701	Ores
InventoryType702	Timber
InventoryType703	Casting Furnace
InventoryType704	Leather
InventoryType705	Silk
InventoryType706	Tendons
InventoryType707	Gunpowder
InventoryType708	Black Blood Spider Venom
InventoryType709	Soul-Shattering Centipede Venom
InventoryType710	Pit viper venom
InventoryType711	Fierce Scorpion Venom
InventoryType8	Miscellaneous
IsRemoteMod	Remote
KeepTurn	Lasts {0}Rounds
KeyDesc_Achievement	Achievement Interface
KeyDesc_AddSpeed	Sprint
KeyDesc_Alchemy	Recipe interface
KeyDesc_Ambush	Fight
KeyDesc_Arrow	Directional movement
KeyDesc_AutoRun	Automatic running
KeyDesc_BattleRest	Combat Break
KeyDesc_BattleWaiting	Battle Awaits
KeyDesc_Cancel	Cancellation
KeyDesc_Confrim	Acknowledgement
KeyDesc_Down	Down/move
KeyDesc_DpadDown	Down arrow key
KeyDesc_DpadLeft	left arrow key
KeyDesc_DpadRight	right arrow key
KeyDesc_DpadUp	up arrow key
KeyDesc_Jump	Jumping
KeyDesc_LB	Left/Switch tabs
KeyDesc_LBRB	Switch tabs
KeyDesc_Left	left/move
KeyDesc_LeftAnalogPress	Left analog joystick
KeyDesc_LT	zoom in/close in
KeyDesc_Main	Information page
KeyDesc_Map	Mission Interface
KeyDesc_MouseLeft	Identify/select
KeyDesc_MouseMiddle	Adjust near/near/scroll up/down
KeyDesc_MouseRight	Cancellation
KeyDesc_NumberArrow	Block Switching
KeyDesc_NumberDown	Down/Switch Blocks
KeyDesc_NumberLeft	Left/Switching Blocks
KeyDesc_NumberRight	Right/Switch Block
KeyDesc_NumberUp	Up/Switching Blocks
KeyDesc_OpenInventory	Combat backpack enabled
KeyDesc_OpenLearnedSkill	Enable Combat Skills
KeyDesc_RB	Right/Switch tabs
KeyDesc_Right	right/move
KeyDesc_RightAnalogPress	Resetting the camera
KeyDesc_RT	Zoom in/out
KeyDesc_SaveGame	Auto-saving
KeyDesc_ScreenShot	Capture Screen
KeyDesc_ShowCursor	Display Mouse
KeyDesc_ShowHerb	Display collection
KeyDesc_Skill	Martial Arts Interface
KeyDesc_SkillShortcut1	Skill Shortcut 1
KeyDesc_SkillShortcut2	Skill Shortcut 2
KeyDesc_SkillShortcut3	Skill Shortcut 3
KeyDesc_SkillShortcut4	Skill Shortcut 4
KeyDesc_SkillShortcut5	Skill Shortcut 5
KeyDesc_SkillShortcut6	Skill Shortcut 6
KeyDesc_Steal	Steal
KeyDesc_System	System Menu
KeyDesc_Talent	Perception Interface
KeyDesc_Team	Item interface
KeyDesc_Up	up/move
KeyDesc_X	Kicking off teammates
KeyDesc_Y	Packing the Backpack
KeyName_Alpha0	0
KeyName_Alpha1	1
KeyName_Alpha2	2
KeyName_Alpha3	3
KeyName_Alpha4	4
KeyName_Alpha5	5
KeyName_Alpha6	6
KeyName_Alpha7	7
KeyName_Alpha8	8
KeyName_Alpha9	9
KeyName_Arrow	↑/↓/←/→
KeyName_BackQuote	~
KeyName_Backslash	\
KeyName_Comma	,
KeyName_DownArrow	↓
KeyName_Equals	=
KeyName_Escape	ESC
KeyName_JoystickButton0	A
KeyName_JoystickButton1	B
KeyName_JoystickButton2	X
KeyName_JoystickButton3	Y
KeyName_JoystickButton4	LB
KeyName_JoystickButton5	RB
KeyName_LBRB	< / >
KeyName_LeftAnalogPress	Left analog joystick
KeyName_LeftArrow	←
KeyName_LeftBracket	[
KeyName_LeftControl	LeftCtrl
KeyName_Minus	-
KeyName_NumberArrow	Numeric Keypad Orientation
KeyName_Period	.
KeyName_Quote	'
KeyName_RightAnalogPress	Right analog joystick
KeyName_RightArrow	→
KeyName_RightBracket	]
KeyName_RightControl	RightCtrl
KeyName_Semicolon	;
KeyName_Slash	/
KeyName_UpArrow	↑
Load	Load
LoadFile	Do you want to Load {0}?
Loading	Loading
LoadingCreateEventCube	Playing the sword and making a song
LoadingCreateNpc	Looking out over the red world
LoadingCreatePlayer	Juvenile Transom
LoadingCreateScene	Letter Walk Mountain River
LoadingEndState	The flower path has never been swept by a guest, and the door is now open for you.
LoadWhenModDifferent	The module {0} used to save the disk is different from the current module {1}!
Message	Messages
Method0	Added
Method1	Removed
MinorWeapon	(Assistant)
ModApply	Copy from another source
ModApplyCheck	Do you want to apply a {0} module?
ModUpdating	Updating in progress...
ModUpload	Upload Module
ModUploadCheck	Do you want to upload a {0} module?
ModUploadFailure	Upload failed
ModUploadFinish	Upload complete
ModUploading	Module {0} Uploading...
MsgAddDueTo	{0} due to {1} increase {2} {3}
MsgAddProp	{0} {1} Increase {2}
MsgAPNotEnough	Lack of energy
MsgBeginBattle	Battle {0} Begin.
MsgBeginTurn	Start of {0} Round
MsgBeginUnit	{0} Commence action.
MsgCounterAttack	{0} Use {1} Counterattack
MsgCounterAttackFail	Counterattack failed.
MsgCounterAttackNotFound	{0} No Counterattack Skills
MsgCurrentProperty	{0} Present {1}:{2}
MsgEndBattle	Combat {0} End.
MsgEndTurn	End of {0} Round
MsgEndUnit	{0} End of operation
MsgGainDebuffDueToTrick	{0} Because the virtual move gets a random negative status value.
MsgGainProperty	{0} Gets status value {1} : {2}
MsgHaveNot	{0} None {1}
MsgLaunch	{0}
MsgMPNotEnough	Insufficient internal strength
MsgPleaseSelectAvaliableTarget	Please select a valid target.
MsgRaiseComboAttack	{0} Initiate combo,+{1} AP
MsgReceiveCriticalDamage	{0} dealt {2} point blast damage to {1}.
MsgReceiveDamage	{0} {2} points of damage to {1}.
MsgReceiveHeal	{0} Caused {2} point healing to {1}
MsgReduceDueTo	{0} due to {1} decrease {2} {3}
MsgResetCounterAttack	{0} Counterattack to zero.
MsgResetRelease	{0} Unloading to Zero
MsgSubProp	{0} {1} Decrease {2}
MsgTargetTooFar	Distance {0} Too far.
MsgUnavaliableBlinkPosition	Unable to flash near this target
MsgUnitDead	{0} Death.
MsgUnitDeadDueToInjured	{0} Death from internal injuries
MsgUnitDodge	{0} Flashed this attack.
MsgUseSkill	{0} Used the {1} skill.
NoBook	Not yet selected.
NoEquip	No equipment
NoFile	No progress stored
None	None
OK	OK
Or	or
OverwriteFile	Does it overwrite this save game?
PetRemoved	Round limit reached
QuestDescTitle	Mission description
QuestEventType000	Mission begins
QuestEventType001	Abandonment of mission
QuestEventType002	Mission accomplished
QuestEventType003	Mission failed
QuestEventType004	Mission update
QuestStep	Task Steps
rate	Rate
RectangleSelector	Rectangle
ReforgeType0	Injury First
ReforgeType1	Effectiveness first
ReforgeType2	Average growth
Release	Unload the force
ReleaseEffect	Damage reduction {0} % when unload is activated.
RemoveTeammate	Did you want to remove your teammate "{0}"?
RemoveTeammateTitle	Remove teammates
RumorNothing1	Well, it's not so bad to have a calm journey and enjoy the scenery along the way!
RumorNothing2	Well, it's not bad to have a calm journey and enjoy the scenery along the way!
RumorNothing3	Well, it's not so bad to have a calm journey and enjoy the scenery along the way!
RumorNothing4	Well, it's not bad to have a calm journey and enjoy the scenery along the way!
RumorNothing5	Well, it's not so bad to have a calm journey and enjoy the scenery along the way!
Save	Save
SaveGameMessage	Saved
SaveTypeAuto	Automatic Saving
SaveTypeFast	Quick Save
SaveTypeManual	Saved {0}
Saving	Saving
SegmentSelector	Sector
SettingGroup0	Video
SettingGroup1	Sound effects
SettingGroup2	Operation
SettingGroup3	Games
SettingGroup4	3D Vision
SkillTipAffectedSkill	Influence Moves
SkillTipApCost	Consuming Energy
SkillTipAttack	Base Damage
SkillTipBuffer	Effect
SkillTipBuffer2	Run effect
SkillTipCondition	Conditions of Training
SkillTipIsCounter	Counterattackable
SkillTipManaCost	Consuming Internal Energy
SkillTipMultiRange	{0}-{1}
SkillTipNeedExp	Experience
SkillTipNeedInventory	Props
SkillTipNeedInventoryValue	{0}{1}pc.
SkillTipNeedSkill	Martial Arts
SkillTipNeedTalent	Perceptions
SkillTipNeedTypeTalentValue	{0}Perceptions {1}Points
SkillTipNeedWeapon	equipment required
SkillTipNotTalent	Conflict
SkillTipSelector	Attack Range
SkillTipSelectorRange	effective distance
SkillTipSingleRange	{0}
SkillTipSkillAction	Additional Effects
SkillTipSwitchApCost	Energy Required for Switching
StoreNoItemTransaction	You have to choose the item, then we can trade.
StoreNpcDontWant	I don't need this, please choose something else.
StoreNpcFavoriteHaveMoney	I like money, and you can make up the difference with it.
StoreNpcMoneyLacking	I don't have that much money on me...
StorePlayerMoneyLacking	You don't have enough money.
StorePlayerNoFavarites	It seems you don't have anything I want on you.
StorePlayerTotalPriceLow	The value of the item you are offering is too low, I don't want to trade with you.
TalentTipBuffer	Perception Effects
TalentTipNeedPoint	Needs perception points
TalentTipPCondition	Demand attributes
TalentTipTCondition	Perception Required
TalentType0	Active
TalentType1	Calm
TalentType2	Hard
TalentType3	Soft
TalentType4	Clever
TalentType5	Stupid
TalkAmbushNpc1	Fighting? Who's afraid of who!
TalkAmbushNpc10	I... I am defeated by a nobody.... It is impossible....
TalkAmbushNpc2	Please enlighten me!
TalkAmbushNpc3	We are all civilized people, why do we have to be so rough?
TalkAmbushNpc4	Forgive me if I refuse.
TalkAmbushNpc5	You're good, we'll see.
TalkAmbushNpc6	Your martial arts skills are very impressive, I am impressed.
TalkAmbushNpc7	Don't be flattered, it was just a moment of carelessness.
TalkAmbushNpc8	I can't believe I've lost to you by a single mistake.
TalkAmbushNpc9	You are no match for me in terms of real skill....
TalkAmbushPlayer1	I suddenly want to beat you up.
TalkAmbushPlayer2	I would like to learn a few moves from Your Excellency.
TalkAmbushPlayer3	Ha-ha, a fight is refreshing and all illnesses are gone!
TalkAmbushPlayer4	Conceded.
TalkStealNotice	What are you sneaking around for?
TeamFull	The team is full.
TipAttackFall	Damage reduction {0}% when attacking
TipAttackLossHp	Attack causes {0} points of blood loss on attack
TipBan	{0}Unable to start, cumulative value
TipChangeSkill	Replacement of shortcuts
TipCramped	Distance traveled per point of energy reduced to {0}%
TipDazed	Start of each round {0} % Unable to act
TipFinish	End of battle
TipFrozen	{0}Decrease of {1} points
TipIncreasedDamage	Damage increased by {0}% when attacked
TipOpenInventory	Open Backpack Replacement Weapon Consumption {0} Points Energy Use Item Consumption {1} Points Energy
TipRest	Conclusion of operations
TipSealed	max energy reduced to {0} points
TipTurnLossAp	Energy recovery is reduced by {0} points per round
TipTurnLossHp	Loses {0} points of qi per round
TipTurnLossMp	Loss of internal strength {0} points per round
TipWaiting	Waiting consumes {0} points of energy
TipZero	{0}Value goes to 0
TotalPlayTime	Total playtime
Trick	Feint moves
TrickEffect	When a false move is launched, a random negative status {0} points is added to the hitter.
UIAchievementCanReward	(rewards available)
UIAchievementProgressTitle	Progress.
UIAchievementRewarded	(completed)
UIAchievementRewardMsg	Are you sure you want to collect your reward?
UIAchievementRewardTitle	Awards.
UIAlchemyButtonCook1	Cooking begins
UIAlchemyButtonCook2	Have it made by a master chef.
UIAlchemyButtonDrug	Alchemy begins
UIAlchemyButtonForge1	Forge Begins
UIAlchemyButtonForge2	Ask a master forger to make it.
UIAlchemyButtonPoison	Poisoning begins
UIAlchemyEffectTitle1	Edible effects
UIAlchemyEffectTitle2	Effect of use
UIAlchemyEffectTitle3	Damage Effect
UIAlchemyMaterialTitle	Material requirements
UIAlchemyNoEffect	No effect
UIAlchemyNotEnough	Insufficient material
UIAlchemyTabCook	Cooking
UIAlchemyTabDrug	Alchemy
UIAlchemyTabForge	Forging
UIAlchemyTabPoison	Toxic Arts
UIAlchemyTip1	Completion
UIBattleGetInventory	Obtaining Items
UIBattleGetSkill	New skills can be learned
UIBlacksmithCosts	Forging costs.
UIBlacksmithDialog1	The cost of forging is {0} money, you do not have enough money.
UIBlacksmithFinalTitle	Forging Success
UIBlacksmithInventoryHint	Items in equipment must be unloaded into your backpack before they will appear.
UIBlacksmithTabDecompose	Dismantling
UIBlacksmithTabForge	Forge
UIBlacksmithTabQuench	Hardening
UIBlacksmithTabReforge	Heavy forging
UIBlacksmithTabRepair	Repair
UIBlacksmithTabSmelt	Melting
UICameraSetting	Camera operations
UICameraSettingFollowCursor	Perspective auto-follow mouse
UICameraSettingHorizontal	Move the perspective horizontally in reverse.
UICameraSettingSpeed	View movement speed
UICameraSettingVertical	Move view vertically opposite
UICompass	Direction bar
UICompassDirection1	East
UICompassDirection2	West
UICompassDirection3	South
UICompassDirection4	North
UICreateAnalyzeTitle	Under analysis....
UICreateClickToContinue	Click to continue
UICreateEnterText	Before you enter the world of He Luo, there are some questions you need to answer! Are you ready?
UICreateError1	Remaining fields not answered
UICreateIllegalName	Name contains an illegal string!
UICreateInvestigateTitle	Ignore reality and choose your deepest heart's desire.
UICreateMessage01	Redoing the questionnaire will re-analyze your attributes and give you the right results.
UICreateMessage02	Do you want to enter the world of He Luo as {0} and have an adventure?
UICreateMessage03	This name has already been used by other players!
UICreateNameText	Name
UICreateNext	Next Page
UICreateQuestNo	Questions
UICreateRandomProperty	Heavy Dice Value
UICreateReinvestigate	Redoing the questionnaire
UICreateRename	Renaming....
UICreateRenameTitle	Finally, please give yourself a ringing name in the world of martial arts.
UICreateStartGame	Start the game
UIDecompose0	Total Disassembly Amount
UIDecompose3	Disassembly
UIDecomposeDialog1	It costs {0} to dismantle all the equipment, do you want to dismantle it?
UIDecomposeDialog2	Disassembling all the equipment costs {0} money, you do not have enough money.
UIDecomposeDialog3	No equipment to dismantle is selected.
UIDecomposeResult	Obtain disassembled items
UIDelayLoading	Delayed loading of maps and characters
UIGraphicsSettingAmbientQuality	Ambient light quality
UIGraphicsSettingAntiAliasing	Anti-aliasing
UIGraphicsSettingAntiAliasingHigh	High
UIGraphicsSettingAntiAliasingLow	Low
UIGraphicsSettingAntiAliasingNone	Closed
UIGraphicsSettingBeautify	Chromatic Aberration
UIGraphicsSettingBinaryQualityHigh	High
UIGraphicsSettingBinaryQualityLow	Low
UIGraphicsSettingBloom	Highlights
UIGraphicsSettingCloudsQuality	Cloud Quality
UIGraphicsSettingCullingDistanceMultiplier	Object Visibility Distance
UIGraphicsSettingDensity	Density
UIGraphicsSettingEyeAdaptation	Light adaptation
UIGraphicsSettingFarVegetations	Distant vegetation
UIGraphicsSettingGeneral	General Settings
UIGraphicsSettingGlobalParticleEmissionRates	Particle density
UIGraphicsSettingLensDirt	Lens Glare
UIGraphicsSettingLevel	Picture Quality
UIGraphicsSettingLevelBeautiful	Quality first
UIGraphicsSettingLevelCustom	Custom
UIGraphicsSettingLevelFantastic	Full open
UIGraphicsSettingLevelFast	Fast
UIGraphicsSettingLevelFastest	Fastest
UIGraphicsSettingLevelGood	Good.
UIGraphicsSettingLevelSimple	Basic
UIGraphicsSettingOcclusion	Ambient light shading
UIGraphicsSettingPackage	Quality
UIGraphicsSettingPerspectiveCamera	Depth Camera
UIGraphicsSettingPlayerIK	Protagonist fits on the floor
UIGraphicsSettingPostProcessingSetting	Screen Effects
UIGraphicsSettingPostProcessVolume	Dynamic Blur
UIGraphicsSettingResolution	volume optical resolution
UIGraphicsSettingSaveNotice	This setting must be restarted for the game to take effect
UIGraphicsSettingScreenSpaceShadow	Shadow Enhancement
UIGraphicsSettingShadowDistance	Shadow Distance
UIGraphicsSettingShadowEnabled	Shadows
UIGraphicsSettingSkyDomeSetting	Sky
UIGraphicsSettingTreeDensity	Tree density
UIGraphicsSettingVegetationPackageHigh	High
UIGraphicsSettingVegetationPackageLow	Low
UIGraphicsSettingVegetationPackageMid	Medium
UIGraphicsSettingVegetationSetting	Vegetation
UIGraphicsSettingVisibleDistance	Visible Distance
UIGraphicsSettingVolumeLighting	Beam
UIGraphicsSettingVolumtericResolutionFull	High
UIGraphicsSettingVolumtericResolutionHalf	Medium
UIGraphicsSettingVolumtericResolutionQuarter	Low
UIGraphicsSettingVSync	Vertical Synchronization
UIHotkeyBattleGroup	Combat Shortcuts
UIHotkeyDefault	Reply preset
UIHotkeyFunctionGroup	Function keys
UIHotkeyHintExchange	button {0} is already set to {1}, do I need to change the button setting?
UIHotkeyHintFailed0	Do not allow changing mouse button configurations
UIHotkeyHintFailed1	Keys have been defined for special purposes, please set other keys.
UIHotkeyHintSuccess	Successful key replacement
UIHotkeyHintText	Please press the button you want to replace it with
UIHotkeyInputMode1	Keyboard Settings
UIHotkeyInputMode2	Handlebar Settings
UIHotkeyMsg1	Do you want to save the current key settings?
UIHotkeyMsg2	Do you want to discard the current key settings and return to the default key settings?
UIHotkeyNormalGroup	Move key/action key
UIHotkeySave	applied
UIHotkeyTitle	Key Setting
UIHotkeyUIGroup	Interface Shortcuts
UIInventoryType101	Boxing Gloves
UIInventoryType102	Sword Class
UIInventoryType103	Knives
UIInventoryType104	Spears
UIInventoryType105	Concealed Archery
UIInventoryType106	Shorts
UIInventoryType201	Armor
UIInventoryType202	Jewelry
UIInventoryType203	Coats
UIInventoryType301	Pills
UIInventoryType302	Herbs
UIInventoryType303	Food
UIInventoryType304	Ingredients
UIInventoryType401	Poison
UIInventoryType402	Forging Materials
UIInventoryType403	Hardening Materials
UIInventoryType404	Furs
UIInventoryType501	Fists
UIInventoryType502	Swordplay.
UIInventoryType503	Knife Art.
UIInventoryType504	Stickwork
UIInventoryType505	Concealed Archery
UIInventoryType506	Shorts
UIInventoryType507	Mindfulness
UIInventoryType508	Other
UIInventoryType601	Quest Props
UIInventoryType602	Groceries
UIMainTabAchievement	Achievements
UIMainTabAlchemy	Formulation
UIMainTabInventory	Items
UIMainTabQuestMap	Mission
UIMainTabRest	Rest.
UIMainTabSkill	Martial Arts
UIMainTabTalent	Perceptions
UIMinimap	Small map
UIModTitle	Modules
UIMouseHint	Display mouse: {0}
UINicknameConfirm	Equipment Title
UINicknameEquipping	in equipment
UINicknameNotEffect	No effect
UINicknameTitle1	Title
UINicknameTitle2	Description of title
UINicknameTitle3	Equipment Effects
UIQuenchAfterTitle	After Hardening Effect
UIQuenchBeforeTitle	Effect of holding
UIQuenchConfirm	Hardening Begins
UIQuenchCosts	Hardening costs.
UIQuenchDialog1	Hardening costs {0} money, you do not have enough money.
UIQuenchError	There are no quenchable fields for this item
UIQuenchFinalBuff	Additional effects
UIQuenchFinalTitle	Hardening Success
UIQuenchHoleCount1	{0}-{1}pc.
UIQuenchHoleCount2	{0}pc.
UIQuenchHoleCountTitle	Hardenable Holes
UIQuestMapCellNew	New
UIQuestMapTab0	Ongoing Mainline
UIQuestMapTab1	Ongoing branch line
UIQuestMapTab2	Mission completed
UIQuestMapTab3	Failed missions
UIReforgeChangeReforge	This weapon has been re-forged, are you sure you want to discard the effect of the previous forging to get the new effect?
UIReforgeFinalTitle	Remade successfully
UIReforgeMaterialRequire	Number of requirements.
UIReforgeNoMaterials	Lack of materials needed for strengthening!
UIReforgeNoReforge	This item cannot be re-forged.
UIReforgeNotEnough	(insufficient number)
UIReforgeStart	Is it to be re-forged in a {0} fashion?
UIRepair0	Total repair amount
UIRepair1	Current possession of money
UIRepair2	Literary money
UIRepair3	Repairs
UIRepair4	Repair all
UIRepairDialog1	It costs {0} to repair all the equipment, do you want to repair it?
UIRepairDialog2	It costs {0} money to repair all the equipment, you do not have enough money.
UIRepairDialog3	There is no equipment that needs to be repaired.
UIRepairWearing	In equipment
UIRestDialog	To rest {0} hours to {1}?
UIRestDialogError	Insufficient number of props available to provide rest!
UIRestDialogTitle	Break
UIRestRestTitle	Break time
UIRestRestUnit	hours
UIRestTimeTitle	Now Time.
UISettingAmbient	Ambient Music
UISettingBGM	Background Music
UISettingMapPlayerPosition	Display the character's current coordinates.
UISettingMapQuestIcon	Show task location markers
UISettingME	Sound
UISettingMsg1	Do you want to store the current {0} setting?
UISettingMsg2	Do you want to discard the current {0} setting and return to the preset setting?
UISettingTalk	Voice of dialogue
UISettingTitle	Environmental Settings
UISettingUI	Interface
UISettingVoice	Voice
UISettingVolume	Volume
UISettingWindow	Screen Settings
UISettingWindowSize	resolution
UISettingWindowState	Screen Mode
UISettingWindowState0	Full Screen
UISettingWindowState1	Windowing
UISkillBookExp	Exp Points
UISkillBookExpert	Proficient
UISkillConfirmButton	Applied Skill Configuration
UISkillCounterSkill	Equippable Counter-Strikes
UISkillExpDistributeTip1	Experience points gained are allocated to the secret book in proportion to the ratio, with higher ratios resulting in less character growth. experience points, but you can gain more secret experience points.
UISkillExpDistributeTip2	(effect applied to all teammates)
UISKillInventoryAllChoose	Select all
